Two_yr_Recidivism,Number_of_Priors,Age_Above_FourtyFive,Age_Below_TwentyFive,Female,Misdemeanor,ethnicity
no,2.63562275601587,no,no,Male,no,Caucasian
no,-0.274419587143862,no,no,Male,no,Caucasian
yes,-0.234535853356729,no,no,Male,no,African_American
no,-0.558118764211974,no,no,Male,no,African_American
no,-0.801022175710263,no,yes,Male,no,African_American
yes,0.674410476745968,no,no,Male,no,African_American
no,0.253207495948173,yes,no,Male,no,African_American
yes,0.843179815928785,no,no,Male,no,African_American
yes,-0.562827242004101,no,no,Female,no,Caucasian
yes,1.43461212652419,no,no,Male,no,African_American
no,0.400577437611105,no,no,Male,yes,African_American
no,-0.292156733691236,no,no,Male,yes,African_American
yes,-0.755258956287726,no,yes,Male,yes,African_American
yes,-0.588972375739043,no,yes,Male,no,Caucasian
no,0.211152450151397,no,no,Male,no,Caucasian
yes,2.8175760852756,no,no,Female,no,African_American
no,-0.721867099311168,no,no,Female,no,African_American
yes,0.0473422434082828,no,no,Female,yes,African_American
yes,-0.540357903808959,no,no,Male,yes,African_American
yes,-0.0538285464506228,no,no,Male,no,African_American
no,-0.52917225247152,yes,no,Male,yes,Caucasian
yes,-0.0466341953502635,no,yes,Male,no,Caucasian
no,-0.767695660753897,no,yes,Female,yes,African_American
yes,-0.0938151558985655,no,yes,Male,no,African_American
no,0.173353363947728,no,no,Male,no,African_American
yes,-0.320562895073514,no,yes,Male,no,African_American
yes,-0.467948759252739,no,yes,Male,no,Caucasian
yes,-0.728162997896432,no,yes,Female,no,Caucasian
no,0.186421363443249,no,no,Female,no,Caucasian
no,1.24264725925489,yes,no,Male,yes,African_American
yes,0.475246901387561,no,no,Male,yes,African_American
no,-0.634526629224243,yes,no,Male,yes,Caucasian
yes,0.770007993750526,no,no,Male,no,African_American
yes,0.352237314712204,no,yes,Male,no,Caucasian
no,-0.874642522864161,yes,no,Male,yes,Caucasian
yes,-0.517549163893957,no,yes,Female,yes,African_American
no,-0.733392456894965,no,no,Female,no,African_American
no,-0.445793711232344,no,yes,Male,no,Caucasian
no,-0.094076321535956,no,yes,Female,no,African_American
no,-0.568942825333851,no,no,Male,no,African_American
no,-0.72420899258796,no,no,Male,no,African_American
yes,1.97486388067341,no,no,Male,no,African_American
no,-0.157602302793759,no,no,Male,yes,Caucasian
no,-0.391810271681587,no,no,Male,no,African_American
no,-0.822304293386158,yes,no,Male,yes,Caucasian
yes,-0.166636736387366,no,yes,Male,no,African_American
no,-0.531741161134444,no,no,Female,yes,African_American
yes,-0.587173312836452,no,yes,Male,no,African_American
yes,1.22294864522922,no,no,Male,no,Caucasian
yes,1.18221240988361,yes,no,Male,no,African_American
no,-0.275300863858784,yes,no,Male,no,Caucasian
yes,-0.554418609476568,no,no,Male,yes,African_American
no,-0.693563879761506,no,yes,Male,no,African_American
yes,1.23963214327143,yes,no,Male,no,African_American
yes,0.164011606022605,no,no,Male,yes,Caucasian
no,-0.0762705706740238,no,yes,Male,no,Caucasian
yes,-0.733496121897146,no,no,Male,yes,Caucasian
no,-0.40669983544795,no,no,Male,no,African_American
yes,-0.554137601335073,no,yes,Female,no,African_American
yes,0.656637785544966,no,no,Male,yes,African_American
no,-0.744473437988551,no,no,Male,no,African_American
yes,0.0952231403829762,no,no,Male,no,Caucasian
yes,0.365637010623608,no,no,Male,no,Caucasian
no,0.444790201534943,no,no,Male,no,African_American
yes,-0.609393694321797,no,yes,Female,no,African_American
yes,-0.49830206750324,no,no,Female,yes,African_American
yes,-0.685621319558878,yes,no,Male,no,African_American
no,-0.648099474133948,no,yes,Male,yes,African_American
yes,-0.670125322541387,no,no,Male,no,Caucasian
yes,2.64811035919969,yes,no,Male,yes,African_American
no,2.30042729276627,yes,no,Male,yes,African_American
yes,0.310735364420712,no,no,Male,no,African_American
yes,-0.57848296240141,no,yes,Male,no,Caucasian
no,-0.686828244501146,no,no,Male,no,African_American
yes,-0.255375544743065,yes,no,Male,yes,Caucasian
no,-0.294520498175105,yes,no,Male,no,Caucasian
yes,0.578803114399533,no,no,Male,no,African_American
yes,-0.107639617155952,no,no,Female,no,Caucasian
no,0.792938113105831,no,no,Male,no,African_American
yes,0.114204031077627,no,no,Male,no,African_American
no,-0.437808702361782,no,no,Female,no,Caucasian
yes,0.301645031894976,no,no,Female,no,Caucasian
no,-0.689040689508481,no,no,Male,yes,Caucasian
no,-0.0511834714341984,no,no,Male,yes,Caucasian
no,-0.641202369865085,no,yes,Male,no,Caucasian
no,-0.232504643031377,yes,no,Male,yes,Caucasian
no,0.0903109290372081,no,no,Male,yes,African_American
yes,-0.469489900434717,yes,no,Male,no,African_American
yes,0.941952831955235,no,no,Male,no,African_American
yes,-0.385608525109038,no,yes,Male,yes,African_American
no,-0.46955865037256,no,no,Male,yes,Caucasian
no,-0.683942711702709,yes,no,Male,yes,African_American
no,-0.280094936694934,yes,no,Male,no,Caucasian
yes,0.54972043858391,no,yes,Male,no,Caucasian
no,-0.85692272416992,no,no,Male,no,Caucasian
no,-0.487811646516854,no,no,Male,yes,Caucasian
yes,1.17545855799435,no,no,Male,no,African_American
yes,0.227874306387415,no,no,Male,yes,African_American
no,-0.808028530823127,no,no,Male,no,African_American
yes,1.04844784391651,yes,no,Male,yes,African_American
no,-0.718150575611767,no,no,Male,no,African_American
no,-0.397921734013073,no,no,Female,yes,African_American
yes,2.51143260657471,no,no,Male,no,African_American
yes,-0.695671490000807,no,yes,Male,no,Caucasian
yes,-0.427565937047155,no,no,Male,no,African_American
no,-0.364889492568955,no,no,Male,no,African_American
yes,1.75386771220637,no,no,Male,no,African_American
no,-0.462771805081874,yes,no,Male,yes,Caucasian
yes,2.84307568288561,no,no,Male,no,African_American
yes,-0.133504164492149,no,no,Male,yes,Caucasian
no,-0.140815427187801,yes,no,Female,no,Caucasian
no,-0.658566492537871,no,no,Male,no,African_American
yes,0.814875249057547,no,no,Male,no,African_American
no,-0.00115558906512253,no,no,Male,no,African_American
yes,0.310077569088514,yes,no,Female,no,African_American
no,-0.867554981595563,no,no,Female,yes,Caucasian
no,-0.545914769663583,yes,no,Male,no,African_American
yes,2.10940348221486,no,no,Male,no,African_American
no,-0.688540160196304,no,no,Male,yes,African_American
yes,0.281741301817813,no,no,Male,no,Caucasian
no,-0.406146039804693,no,no,Male,no,Caucasian
yes,-0.320321941704581,no,no,Male,no,Caucasian
no,-0.575527999242986,no,no,Female,yes,Caucasian
yes,1.88952296547547,no,no,Male,yes,African_American
no,-0.644217072870654,yes,no,Male,no,Caucasian
no,-0.702033479454767,yes,no,Male,no,African_American
yes,0.142280707328837,yes,no,Male,no,African_American
yes,-0.282427634279007,no,no,Male,no,African_American
no,-0.637724529815515,yes,no,Female,yes,Caucasian
no,-0.205303829597108,no,no,Male,no,African_American
no,-0.14859217674482,yes,no,Female,no,African_American
yes,-0.252122808301148,no,no,Male,no,African_American
yes,0.699242573591802,no,no,Male,no,African_American
yes,-0.135318192225206,no,no,Male,no,African_American
no,-0.642262926952659,no,yes,Female,yes,African_American
yes,0.562772662703319,no,no,Male,no,African_American
no,-0.296915066723287,no,no,Female,yes,African_American
no,-0.436536819942293,no,yes,Female,yes,Caucasian
yes,0.155089145428929,no,no,Female,no,Caucasian
no,-0.803757666525002,no,yes,Female,yes,Caucasian
no,-0.436543490900547,no,no,Male,no,African_American
yes,1.13614738942762,no,no,Male,no,Caucasian
yes,0.174150993312558,no,no,Male,yes,Caucasian
no,0.260022350460666,no,no,Male,no,Caucasian
yes,-0.556694670282553,no,no,Male,yes,African_American
yes,-0.657992148498303,no,yes,Male,yes,African_American
no,-0.445400583114489,no,yes,Male,no,African_American
no,-0.660592423475922,no,no,Male,no,Caucasian
no,3.1239067653511,no,no,Male,yes,African_American
no,-0.632521206128466,no,no,Male,no,Caucasian
yes,0.382330843322111,no,yes,Male,no,African_American
yes,0.196351983383242,no,no,Male,no,Caucasian
no,-0.611220601692918,no,no,Female,yes,African_American
yes,0.269470545225006,no,no,Female,yes,African_American
no,-0.492896317638303,no,no,Female,no,African_American
yes,0.0229776160817693,no,no,Male,no,Caucasian
yes,1.06950023300769,no,no,Female,no,African_American
no,0.795617463917908,yes,no,Male,no,Caucasian
no,-0.641307859007707,no,yes,Female,no,Caucasian
no,-0.637608042323544,no,no,Male,no,African_American
no,-0.685268867473146,no,no,Male,no,Caucasian
yes,0.540690294508647,no,no,Male,yes,African_American
no,-0.309127509816717,no,no,Male,yes,African_American
no,-0.593571983088807,no,yes,Male,yes,African_American
yes,2.85828516458294,no,no,Male,yes,African_American
no,-0.172058678795882,yes,no,Male,no,Caucasian
no,0.485044423717147,no,no,Male,no,Caucasian
yes,-0.562265790396504,no,yes,Male,no,African_American
yes,-0.750470250904787,no,no,Female,yes,African_American
yes,1.11116521753984,no,no,Male,yes,African_American
no,-0.516989830823585,no,no,Male,yes,Caucasian
yes,-0.567226831697606,no,yes,Male,no,African_American
no,0.382559326544582,no,no,Female,no,African_American
no,-0.589640742250795,no,yes,Male,no,African_American
yes,0.670006161185832,no,no,Male,no,African_American
no,-0.710601501117358,no,no,Male,no,African_American
yes,0.318592267106357,yes,no,Male,no,Caucasian
no,-0.682810376303704,no,yes,Male,no,Caucasian
yes,-0.11899818022235,no,yes,Male,no,African_American
no,-0.722544555816177,no,no,Male,yes,Caucasian
yes,3.93255135121501,no,no,Female,no,African_American
no,-0.269916809072958,yes,no,Male,no,Caucasian
no,-0.103497002199203,yes,no,Male,no,African_American
no,-0.629789544287312,no,no,Female,no,African_American
yes,-0.557805894548719,no,no,Male,no,Caucasian
yes,0.665593017289273,no,no,Male,no,Caucasian
yes,0.577316756883657,no,no,Male,no,Caucasian
yes,-0.209347494325216,no,yes,Male,no,African_American
yes,-0.038696918198962,no,no,Male,no,African_American
no,-0.726973845488834,no,no,Male,yes,Caucasian
no,1.05410935336728,no,no,Male,yes,African_American
yes,2.25473142415405,no,no,Male,no,Caucasian
yes,0.350785238168643,no,no,Female,no,Caucasian
no,0.956634114721775,no,no,Male,yes,African_American
yes,-0.183656049464014,no,no,Male,no,African_American
yes,0.096052504953947,no,no,Male,no,African_American
no,-0.458668347139538,no,no,Male,no,Caucasian
yes,0.121041607668574,no,no,Female,no,African_American
yes,-0.267316986734135,no,no,Female,no,African_American
yes,0.472961204230611,no,no,Male,no,African_American
no,1.36041630710501,no,no,Male,no,African_American
yes,1.13358324965644,no,no,Male,no,African_American
no,-0.541781153061968,no,no,Female,no,African_American
yes,-0.19897026476856,no,yes,Male,no,African_American
no,-0.589584810131067,no,yes,Male,no,African_American
no,-0.859403026112648,no,no,Male,no,Caucasian
yes,-0.0840293455532776,no,yes,Male,yes,African_American
yes,4.1711349273951,yes,no,Male,no,African_American
yes,-0.388105724522998,no,no,Female,no,African_American
yes,0.14640063123836,no,no,Male,no,African_American
no,-0.672683687514666,no,no,Male,no,African_American
yes,-0.499565807795679,yes,no,Male,yes,Caucasian
no,-0.0533480556375686,no,no,Male,no,African_American
yes,-0.510735931462389,no,no,Female,yes,African_American
yes,0.473400837572863,no,no,Male,no,Caucasian
yes,-0.413615592694755,no,yes,Male,no,Caucasian
no,-0.619545793249888,no,no,Male,yes,Caucasian
yes,-0.359190933368774,no,no,Male,no,Caucasian
no,0.715812196611078,no,no,Male,no,African_American
no,-0.226660848190996,no,no,Male,yes,African_American
no,-0.168283498646495,no,no,Female,no,Caucasian
yes,3.52830568882667,yes,no,Male,no,Caucasian
yes,2.54178110507856,no,no,Male,no,African_American
no,-0.622203421172055,yes,no,Male,yes,Caucasian
no,-0.446346404042713,no,no,Male,no,African_American
yes,-0.311681530496107,no,no,Male,no,African_American
yes,-0.491493146307149,no,no,Male,yes,Caucasian
no,-0.857707235666949,no,no,Male,no,African_American
no,-0.648168931389396,no,no,Male,no,Caucasian
no,-0.0981431479837063,no,no,Male,no,African_American
no,-0.649829997199645,no,yes,Female,no,African_American
yes,-0.437592125049381,no,yes,Male,no,African_American
no,0.060034105589164,yes,no,Male,yes,African_American
no,-0.43895351542204,no,no,Male,yes,Caucasian
no,-0.382627154989938,no,yes,Male,yes,African_American
yes,-0.482983553379022,no,no,Male,yes,African_American
no,0.185971024942116,yes,no,Female,no,Caucasian
yes,0.14271856908336,yes,no,Male,yes,Caucasian
no,-0.735459830330662,no,no,Male,yes,African_American
no,-0.326722239546715,no,no,Male,yes,Caucasian
yes,-0.295328411615626,yes,no,Male,no,African_American
no,-0.673440807217761,no,no,Male,yes,Caucasian
no,-0.572026270684886,yes,no,Male,no,African_American
no,1.26839706054737,no,no,Male,no,African_American
no,-0.10347962978996,no,no,Male,no,African_American
no,0.0110790601971778,yes,no,Male,yes,African_American
no,0.236166784122992,no,no,Female,yes,Caucasian
yes,-0.556145197861445,yes,no,Male,yes,Caucasian
no,-0.735070516071885,no,yes,Male,no,Caucasian
no,-0.447834198032105,no,no,Female,no,African_American
yes,0.760482217651395,no,yes,Male,no,African_American
yes,-0.11799988973535,no,no,Male,no,African_American
no,-0.45265063892011,no,yes,Male,yes,African_American
yes,-0.67190777103950206,yes,no,Male,yes,African_American
no,-0.330579371433239,no,no,Male,yes,Caucasian
no,-0.680859096684705,no,no,Male,no,African_American
no,-0.167106382873374,no,no,Male,no,Caucasian
no,-0.530158841490354,yes,no,Male,no,Caucasian
no,-0.515475959207595,yes,no,Male,yes,Caucasian
no,-0.445837135475977,no,yes,Male,no,Caucasian
no,-0.809507400617235,yes,no,Male,yes,Caucasian
yes,0.0116617816357989,no,no,Male,no,African_American
no,-0.512140149347699,no,yes,Male,no,African_American
yes,-0.63789279488299,no,yes,Female,no,African_American
no,-0.679535377811382,no,no,Male,no,African_American
yes,1.46705345064149,no,no,Female,no,Caucasian
yes,-0.167414382521328,no,yes,Male,yes,African_American
yes,-0.141768374687794,no,no,Male,no,African_American
no,-0.583512306572333,no,yes,Male,yes,Caucasian
no,-0.708656206583502,no,no,Male,yes,African_American
no,-0.344919209058642,no,no,Male,no,Caucasian
no,-0.641341609373151,no,yes,Female,no,Caucasian
no,-0.618417004734678,no,no,Male,no,African_American
yes,1.5658909859614,no,no,Male,yes,African_American
no,-0.810831370136346,no,no,Female,yes,African_American
yes,1.13212366804365,no,no,Male,no,African_American
yes,-0.154982206827925,no,no,Male,no,African_American
yes,-0.711147701814024,no,yes,Female,no,Caucasian
yes,-0.121597168668463,yes,no,Male,no,African_American
yes,1.32810113225368,no,no,Male,yes,African_American
no,-0.651034793152653,yes,no,Male,no,Caucasian
no,-0.732908413499569,no,no,Male,yes,Caucasian
no,-0.501751685260546,no,yes,Female,yes,Caucasian
no,-0.54200440885712,no,yes,Male,no,African_American
no,-0.807125065047065,yes,no,Male,no,Caucasian
no,-0.706548503040515,no,yes,Female,no,African_American
no,-0.302495729804569,no,no,Male,no,African_American
no,0.496144957473276,no,no,Male,no,Caucasian
yes,-0.412431541314275,yes,no,Male,yes,Caucasian
yes,1.15611494859491,no,no,Male,no,Caucasian
no,-0.601913652455821,no,yes,Male,yes,African_American
no,1.03613402211757,no,no,Male,yes,African_American
no,0.108483503181238,no,no,Male,no,Caucasian
no,1.80647815874428,yes,no,Male,yes,African_American
no,-0.775090421580355,no,no,Male,no,Caucasian
no,0.989136093631475,yes,no,Female,no,African_American
yes,1.15654910050668,no,no,Male,yes,African_American
yes,2.29265050694437,no,no,Male,no,African_American
no,0.866823143661047,yes,no,Male,no,African_American
yes,2.60511483084726,yes,no,Male,no,African_American
yes,0.130610004632741,no,no,Female,no,Caucasian
yes,3.30199900432507,no,no,Male,no,African_American
yes,-0.70477650993667,no,no,Female,no,African_American
no,-0.703605412721803,no,no,Male,yes,Caucasian
yes,1.54822051212419,yes,no,Male,no,African_American
no,3.49183555878021,no,no,Male,no,African_American
no,1.25844867799732,yes,no,Male,no,Caucasian
no,-0.834603325632547,no,yes,Female,no,African_American
no,-0.728790427229272,no,yes,Male,yes,Caucasian
no,-0.535934556889637,no,no,Male,no,Caucasian
yes,2.10708850246532,no,no,Male,no,Caucasian
yes,-0.662148006961227,no,yes,Male,yes,African_American
yes,0.141898662008352,no,no,Male,yes,African_American
no,0.089984409660123,no,no,Male,yes,African_American
yes,1.29981027925572,no,no,Male,no,African_American
yes,-0.105177015045905,no,no,Female,yes,African_American
yes,-0.228703262534465,no,yes,Male,no,African_American
no,1.40030655636185,no,no,Male,no,Caucasian
no,1.38522335468124,no,no,Female,no,African_American
yes,0.307716833386058,no,no,Male,no,African_American
yes,0.328947784603913,no,no,Male,no,Caucasian
no,-0.613224724290582,no,yes,Male,yes,Caucasian
no,-0.634784960565127,yes,no,Female,yes,African_American
no,0.971819848055795,yes,no,Male,no,African_American
yes,-0.309691275341044,no,yes,Male,no,African_American
no,-0.336613661604643,no,no,Male,yes,Caucasian
yes,3.2424932608881,yes,no,Male,no,Caucasian
no,-0.67409341481836,no,yes,Female,yes,African_American
yes,-0.452617764600091,no,no,Male,no,African_American
no,-0.739294680015434,yes,no,Female,no,African_American
no,0.105359705420119,yes,no,Male,no,African_American
no,-0.590361358932198,no,yes,Male,no,African_American
no,-0.725962209609155,no,no,Male,no,Caucasian
yes,1.32792180618739,no,no,Male,no,African_American
no,1.17866399104368,yes,no,Male,no,African_American
no,-0.838823866206121,no,no,Female,no,Caucasian
yes,-0.234636719232038,no,no,Male,no,African_American
yes,-0.615817098298325,no,no,Male,no,African_American
no,-0.500775245486865,yes,no,Male,no,African_American
no,3.36882967546641,yes,no,Male,no,African_American
yes,-0.112927433278742,no,no,Female,yes,African_American
no,-0.762439848619129,yes,no,Male,yes,Caucasian
no,-0.762655642532496,no,yes,Female,yes,Caucasian
no,-0.348345119111448,yes,no,Female,no,African_American
yes,1.41959746990711,no,no,Male,no,African_American
no,0.211315963024433,no,no,Female,yes,African_American
yes,-0.657478773395925,no,no,Female,yes,Caucasian
yes,-0.0462845749095629,no,no,Male,no,African_American
no,-0.47522713563705,yes,no,Female,no,African_American
yes,2.65066613585378,no,no,Male,no,African_American
yes,1.58255494271412,no,no,Male,yes,African_American
no,0.149709733751923,no,no,Male,yes,African_American
yes,1.46703037816139,yes,no,Male,no,Caucasian
no,-0.611223362514259,no,yes,Male,yes,Caucasian
no,-0.506786926460139,no,yes,Male,no,African_American
no,-0.831093965621875,yes,no,Female,no,Caucasian
no,0.126406627391144,no,no,Male,no,African_American
yes,-0.504934575784512,no,yes,Male,yes,African_American
no,0.40985509289705,no,no,Male,no,African_American
no,0.841527750766019,no,no,Male,no,African_American
yes,0.472402292125397,no,yes,Male,yes,Caucasian
yes,-0.530274494860253,no,yes,Female,no,African_American
no,-0.42840242546033,no,no,Female,no,African_American
no,-0.532459316925444,no,no,Male,no,African_American
yes,1.37247245783979,no,no,Male,yes,African_American
yes,-0.118397629393377,no,no,Male,no,African_American
no,0.671550245847507,no,no,Male,yes,African_American
no,0.122604613124391,yes,no,Male,yes,African_American
yes,0.509237478894266,no,yes,Male,no,African_American
no,-0.678801009014605,no,no,Male,no,African_American
yes,-0.21969465410726,no,no,Female,no,Caucasian
yes,-0.228304386397826,no,no,Female,no,Caucasian
yes,-0.502904859896565,yes,no,Male,yes,Caucasian
yes,1.56159329312605,no,no,Male,no,African_American
yes,1.39295772132606,no,no,Male,yes,African_American
no,-0.757653296212388,no,yes,Male,no,African_American
no,0.18960982067272,yes,no,Male,no,Caucasian
yes,-0.399938405102316,yes,no,Male,yes,African_American
yes,0.719872678535141,no,no,Female,no,African_American
no,1.32680406834629,no,no,Male,yes,African_American
no,-0.766181312004233,no,no,Male,no,African_American
yes,0.521115068962763,no,no,Male,yes,African_American
no,-0.652646024068852,no,no,Female,no,Caucasian
no,-0.665716593434254,no,no,Male,yes,Caucasian
yes,-0.539107640333898,no,no,Male,no,Caucasian
no,-0.380963199100367,no,no,Male,yes,African_American
yes,-0.123659772095348,yes,no,Male,yes,Caucasian
no,-0.602132807476066,no,no,Male,no,African_American
yes,-0.0559207595137434,no,yes,Male,no,African_American
no,0.31593090511694,yes,no,Male,no,African_American
yes,1.30205794172128,no,no,Male,no,African_American
yes,-0.199048052758144,no,yes,Male,no,African_American
no,-0.623872189954159,no,no,Male,no,African_American
no,-0.653352521585913,no,no,Male,yes,Caucasian
no,-0.317478857783795,no,yes,Male,no,African_American
yes,-0.617407627099866,yes,no,Male,no,African_American
no,0.0305654091586653,no,no,Male,yes,African_American
no,-0.546910066743326,no,no,Female,yes,African_American
no,3.32571451340742,yes,no,Male,no,African_American
no,-0.586973657765248,no,yes,Male,yes,Caucasian
yes,-0.143582367621077,no,no,Male,no,African_American
yes,-0.163760231983582,no,no,Male,yes,Caucasian
yes,-0.684906348870474,no,no,Male,no,African_American
no,0.119323178352718,no,no,Male,yes,Caucasian
no,-0.846479004916663,no,yes,Female,yes,Caucasian
no,-0.257485283210937,no,yes,Female,no,African_American
no,-0.452036371970319,no,no,Male,no,African_American
yes,-0.26909958670204,no,no,Male,no,African_American
no,-0.346889655808486,yes,no,Female,no,Caucasian
yes,0.0439912166760905,no,yes,Female,no,Caucasian
yes,-0.600558637700945,no,yes,Male,yes,Caucasian
no,-0.496387769174308,no,no,Male,no,African_American
yes,1.12866376436952,no,no,Male,no,African_American
yes,-0.566656585588407,yes,no,Male,no,African_American
yes,0.85406033338469,no,no,Male,no,Caucasian
no,-0.486993283308095,no,yes,Male,no,African_American
no,-0.607784796432022,no,no,Male,yes,Caucasian
yes,-0.146170127809216,yes,no,Female,no,Caucasian
yes,0.635189977343595,no,no,Male,yes,Caucasian
yes,-0.587555630431815,no,yes,Female,no,African_American
no,-0.900550019837291,no,yes,Female,yes,African_American
yes,-0.0493543871268092,no,yes,Male,no,Caucasian
no,0.150604892418986,no,no,Male,yes,African_American
yes,0.0263444059493504,no,yes,Male,yes,Caucasian
no,-0.621908282962254,no,yes,Male,no,Caucasian
yes,0.449143153740626,no,yes,Male,no,African_American
no,1.58090942125724,yes,no,Male,no,African_American
no,-0.482093090117157,yes,no,Male,no,Caucasian
yes,-0.629947472091612,no,no,Male,no,Caucasian
no,-0.787735006459128,no,no,Female,yes,African_American
no,-0.297530749729096,no,no,Female,no,African_American
yes,1.55927706872325,no,yes,Male,no,African_American
no,0.152117136476916,no,no,Female,no,African_American
no,0.203591415002272,yes,no,Male,no,African_American
yes,-0.218487341344475,no,yes,Male,no,African_American
no,-0.334299040393313,no,no,Male,no,African_American
yes,1.30127204391376,no,no,Male,no,African_American
yes,1.15248661625631,no,no,Male,yes,African_American
no,-0.53078295454673,no,yes,Male,no,African_American
yes,0.940124017611736,no,no,Male,no,African_American
no,-0.561336384176475,yes,no,Female,yes,Caucasian
yes,3.00452926255072,yes,no,Male,no,African_American
yes,-0.575973067336478,yes,no,Female,no,African_American
no,0.964524683128555,no,no,Female,no,African_American
yes,1.00650776818894,no,no,Male,yes,African_American
yes,-0.631887819027317,no,no,Male,yes,Caucasian
no,-0.741836679308848,yes,no,Female,no,African_American
